Data,Valor,Identificador,Descrição
30/01/2022,532.41,8cdec58837517f96aedf4a67234fd4b8,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
31/01/2022,505.55,44553feb2f439f24155f4ed74dacdf92,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
31/01/2022,548.96,e4db0cfb7adf37ac35d91dd837d606cf,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
01/02/2022,-708.66,2548e29f484f8d4a3cadd791b85f7b16,Pagamento de fatura
01/02/2022,671.17,9ff40038ce52439f7031e235c9d072e6,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/02/2022,821.47,7410fd947d5ba92510b76d49d28c4ed2,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/02/2022,98.86,a158672d084719589ed118643ba04ccf,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
03/02/2022,934.84,1bbc6224410844a9bb5ac8c2fee71727,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
04/02/2022,818.14,28a6e768bc5006ad2a179695671a6dc3,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
06/02/2022,283.43,f8159742d8d961ac5a0179bc1bb9b890,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
06/02/2022,742.79,f0e2fdcbb79f3a57736fca7d595d8ec7,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
07/02/2022,783.07,b21faaf10112e2835a7bdf102d574130,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
08/02/2022,386.39,ec2619565e2e5d6290373269a7345bc1,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/02/2022,628.76,e2057a1b054e8dad70bc5589616eba05,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/02/2022,328.87,870bc67a0c2e22c5a37cdd6da9d8c89b,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
09/02/2022,526.69,faae17e21a09668133261dc1e9637c77,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
10/02/2022,176.1,e346f872902c37f14437c8d57adc9449,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/02/2022,773.31,0233b9c924694f1e290ba31a335ac5f6,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
12/02/2022,997.2,9fe16440c59167e6a5476b3c63ea642f,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
12/02/2022,368.28,1a0a6137e3c9467ec220bb584da44f18,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
13/02/2022,831.61,31b83e1b48727c51c7a918d6e8e2f570,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
14/02/2022,651.07,c05d1a1c4fb25c0d6382c4cb1d17aad8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
14/02/2022,21.62,3c56df9f380724b9c47081c27318a974,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/02/2022,765.61,cc68b19307030e5f120bdbdf456e3ce0,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
15/02/2022,885.76,70cb3e65278bef6c05b718e042225173,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
15/02/2022,453.52,e06ff942e6e45e3b7e7ea02b6a968a41,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
16/02/2022,254.57,e7b38f2dfad43211cd1ee0f9c19edddc,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/02/2022,468.87,eb953a7b7c108d2a4769677e02d805ec,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/02/2022,817.82,df715b4aabba11d8aa6f44aa9165d2c9,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/02/2022,661.08,cf647294810e83fc634cee1a4bcfd96d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/02/2022,259.72,adab4097c498cbe35b7736691f5b579e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/02/2022,943.93,f5e0b3300a416a2eeb17c73cd7b36dd1,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
18/02/2022,747.95,51b7b07a8ad51a60d92e7dbc61d0ecd7,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
19/02/2022,980.94,9aa7b7af476f033c8e651f29400d7347,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/02/2022,407.55,7e64c7f303446b6ceaa7aed263606183,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/02/2022,926.68,0bd0121eb000b71d41000f2436a7d192,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
23/02/2022,511.15,29be32edeaa3c0877877ce6ef9883b46,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
23/02/2022,367.14,da1e8a55399aa0eda7bdc2cc6b9cba09,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
23/02/2022,184.53,99b755494bc1622280bc254781ea101d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/02/2022,446.96,2e766106453e37bbbd1936f4ac764942,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/02/2022,228.12,88cbce776ab96b1de71c5db9c2fcc744,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
25/02/2022,478.07,dfafe980793a1e3a873f1372f0880701,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
26/02/2022,673.2,35fc4fa203cde38ffbcdfc5396e0090f,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/02/2022,725.29,a926de6d070d8cda0e390f4f484335e9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
01/03/2022,-595.89,d381d06e3a4aa882363b311907837f36,Pagamento de fatura
02/03/2022,458.85,a675f31e7367a64337b79a2d09491fca,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/03/2022,877.1,5119c2ff58e8e6f92c19a86643e5a8eb,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/03/2022,294.74,74015cfb467c226bf14aa0708452ae9e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
03/03/2022,766.34,5b23e50aa4a4714b85edcd0563d2aa68,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
04/03/2022,722.06,cd7704f0108b73e28c82f07be21cb71e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
07/03/2022,812.65,7778f5bd42c1680650111c3efaf8941d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
07/03/2022,701.25,3ba7323164c782e0be47215ce7854256,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/03/2022,228.67,867cfa7163aec4331632f5111d10e21c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
09/03/2022,186.36,18e7bd31ca4f592c2d4c1f52a1f0c35d,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/03/2022,722.37,0bc15bb9329eab9a6113f9c3a6f5ea74,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
11/03/2022,297.05,33727613186c90bc86610a080dbf1b80,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
13/03/2022,381.03,b2ec7826b3a5d8d204f00dcd42ddbc1b,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
13/03/2022,913.84,3629911f57e0ad39b2355fc10d126177,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/03/2022,151.15,23596e76ab29132b2bb1dfea773c5180,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
15/03/2022,750.52,78375833cd3f1336a175b3cf6edefd74,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
15/03/2022,813.15,3117ed94a7b7f97ddbc6dff76c5577c4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/03/2022,331.21,0607fb4ef902ccc41df39655e6206136,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/03/2022,561.59,13d0f66e30435bc027ebd0d4fd136a72,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/03/2022,274.84,db4bd0dc6d8ae8043fb7e069be0b9d18,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/03/2022,474.35,dfcc527bf2b06aa148ded481390f46cb,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
18/03/2022,222.06,30776501112e7e640353ef693a147bca,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
18/03/2022,493.39,b8c9552eceb1a907cffc15acefc7c197,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
19/03/2022,77.91,9a79fc7f69adcec2c6cbde2412acd234,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
20/03/2022,184,251e83f87decf56833d9965fe0651cdd,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
20/03/2022,359.87,9cd0f87433b373f5a2c87e521d22ec35,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
21/03/2022,267.19,9fae9a5e1a14ded26b3b8615672cd361,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
22/03/2022,379.1,e08371651c323d6649e7b58fe0b49d6c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
22/03/2022,694.09,f20f2538c2adef539ea8efde38674aeb,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
24/03/2022,829.76,418131d0d41bbe5b861016b258e0e9fc,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/03/2022,779.69,55974463972ea92fb4534c7a772c150a,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
25/03/2022,897.59,e2559b2e52495ddfd42ec0c4baa71198,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
25/03/2022,400.34,f6697afa9afc28cfe0c4b6d0caddf67e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
26/03/2022,885.48,4cb23e2be134ecd5abee4a5b2801152b,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
26/03/2022,275.94,c885a0d5991e53af32572c11897e8d7e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
27/03/2022,553.27,663263b0f90e42326cd7ecaa7ea8aac9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/03/2022,799.75,b5b5c132eccb399e8cff165d64dda0d4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/03/2022,680.13,fa8fa9d9921cf402b7dba2fb26123492,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/03/2022,874.64,af1e7ae770a680bc4cae15abefeb4028,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/03/2022,101.28,2fb79e8ca94d3caa4e55904f64fd4b62,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
29/03/2022,681.38,8f3e80401bb8981e96bd62fa1afe68d0,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
29/03/2022,200.9,1f1fb2d3fb9299f0ed5d5add5fda2461,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
30/03/2022,547.23,96da295eb2de40c0b5710f7bb1135840,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
31/03/2022,164.93,936698cca7cd19bdde1cd78722c8fd1d,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
31/03/2022,933.11,f2b136a1d286f9d94d9fbae95e8fe6a9,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
01/04/2022,-882.61,57bfcfe7a3030b5ba8b591059340e3cb,Pagamento de fatura
02/04/2022,880.6,d8f12dbd67e1e3d868630ed936a04914,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
02/04/2022,473.41,bd73c3f04af3f8ea3d8e63f493cb2884,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
02/04/2022,110.46,70abeb463d15cfe82a2a371c9aee1a1e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
04/04/2022,468.92,43aab26b00f505efa246598f631c196b,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
04/04/2022,660.01,d711a6efcd0650439aa11e9d684d80e6,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
05/04/2022,999.11,9eeccab2b01541626d321b3a039f4dc9,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
06/04/2022,931.11,34408540fb5962c74c55820fbb3be04b,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
07/04/2022,864.44,c03e60e62c81606a8da26f822327bb6c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
08/04/2022,243.45,ff0d95491b72a82b833a669bc3c9d94c,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
09/04/2022,363.44,4d6a20d593acdb10b97b7808348ada0c,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
10/04/2022,673.69,e2bbdfba4a43248c19a3cc9c665526c0,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/04/2022,62.39,4bbbbac4d64f797e6e4eac8810ecbb8b,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/04/2022,589.14,1a4379fc0becaafd1b6da123ffa34568,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/04/2022,285.01,c782b7da862c19a21f781f59481413ce,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/04/2022,489.66,1cfdc59abcd79a821c24186911d8e4fb,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
11/04/2022,151.74,2b4ebb6c2fcc15bd92c668c0bc84a3ec,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
12/04/2022,496.23,6b0ab4a55df051966886b7870e0926bd,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
12/04/2022,2.5,4bb0225b39b131c0748add4321def864,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
